Country or Area,Year,Area,Record Type,Reliability,Source Year,Value,Value Footnotes
Saint Vincent and the Grenadines,2017,Total,Data tabulated by year of occurrence,"Final figure, complete",2020,41,
Saint Vincent and the Grenadines,2016,Total,Data tabulated by year of occurrence,"Final figure, complete",2020,72,
Saint Vincent and the Grenadines,2015,Total,Data tabulated by year of occurrence,"Final figure, complete",2020,69,
Saint Vincent and the Grenadines,2014,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,39,
Saint Vincent and the Grenadines,2013,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,29,
Saint Vincent and the Grenadines,2012,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,34,
Saint Vincent and the Grenadines,2011,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,26,
Saint Vincent and the Grenadines,2010,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,51,
Saint Vincent and the Grenadines,2009,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,50,
Saint Vincent and the Grenadines,2008,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,34,
San Marino,2020,Total,Data tabulated by year of occurrence,"Final figure, complete",2022,53,
San Marino,2017,Total,Data tabulated by year of occurrence,"Final figure, complete",2017,90,
San Marino,2016,Total,Data tabulated by year of occurrence,"Final figure, complete",2017,83,
San Marino,2015,Total,Data tabulated by year of occurrence,"Final figure, complete",2017,65,
San Marino,2014,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,51,
San Marino,2013,Total,Data tabulated by year of occurrence,"Final figure, complete",2014,54,
San Marino,2012,Total,Data tabulated by year of occurrence,"Final figure, complete",2013,49,
San Marino,2011,Total,Data tabulated by year of occurrence,"Final figure, complete",2011,82,
San Marino,2010,Total,Data tabulated by year of occurrence,"Final figure, complete",2013,61,
San Marino,2009,Total,Data tabulated by year of occurrence,"Final figure, complete",2013,63,
San Marino,2008,Total,Data tabulated by year of occurrence,"Final figure, complete",2011,71,
Senegal,2013,Total,Vital statistics from census,Other estimate,2019,4393722,
Senegal,2013,Urban,Vital statistics from census,Other estimate,2019,2316811,
Senegal,2013,Rural,Vital statistics from census,Other estimate,2019,2076911,
Serbia,2023,Total,Data tabulated by year of registration,"Final figure, complete",2024,10175,"7,44"
Serbia,2022,Total,Data tabulated by year of registration,"Final figure, complete",2023,9813,"7,44"
Serbia,2022,Urban,Data tabulated by year of registration,"Final figure, complete",2023,7212,"7,44"
Serbia,2022,Rural,Data tabulated by year of registration,"Final figure, complete",2023,2601,"7,44"
Serbia,2021,Total,Data tabulated by year of registration,"Final figure, complete",2022,9790,"7,44"
Serbia,2021,Urban,Data tabulated by year of registration,"Final figure, complete",2022,7125,"7,44"
Serbia,2021,Rural,Data tabulated by year of registration,"Final figure, complete",2022,2665,"7,44"
Serbia,2020,Total,Data tabulated by year of registration,"Final figure, complete",2021,8687,"7,44"
Serbia,2020,Urban,Data tabulated by year of registration,"Final figure, complete",2021,6315,"7,44"
Serbia,2020,Rural,Data tabulated by year of registration,"Final figure, complete",2021,2372,"7,44"
Serbia,2019,Total,Data tabulated by year of registration,"Final figure, complete",2020,10899,"7,44"
Serbia,2019,Urban,Data tabulated by year of registration,"Final figure, complete",2020,7688,"7,44"
Serbia,2019,Rural,Data tabulated by year of registration,"Final figure, complete",2020,3211,"7,44"
Serbia,2018,Total,Data tabulated by year of registration,"Final figure, complete",2019,9995,"7,44"
Serbia,2018,Urban,Data tabulated by year of registration,"Final figure, complete",2019,7158,"7,44"
Serbia,2018,Rural,Data tabulated by year of registration,"Final figure, complete",2019,2837,"7,44"
Serbia,2017,Total,Data tabulated by year of registration,"Final figure, complete",2018,9262,"7,44"
Serbia,2017,Urban,Data tabulated by year of registration,"Final figure, complete",2018,6714,"7,44"
Serbia,2017,Rural,Data tabulated by year of registration,"Final figure, complete",2018,2548,"7,44"
Serbia,2016,Total,Data tabulated by year of registration,"Final figure, complete",2017,9046,"7,44"
Serbia,2016,Urban,Data tabulated by year of registration,"Final figure, complete",2017,6532,"7,44"
Serbia,2016,Rural,Data tabulated by year of registration,"Final figure, complete",2017,2514,"7,44"
Serbia,2015,Total,Data tabulated by year of registration,"Final figure, complete",2016,9381,"7,44"
Serbia,2015,Urban,Data tabulated by year of registration,"Final figure, complete",2016,6833,"7,44"
Serbia,2015,Rural,Data tabulated by year of registration,"Final figure, complete",2016,2548,"7,44"
Serbia,2014,Total,Data tabulated by year of registration,"Final figure, complete",2015,7614,"7,44"
Serbia,2014,Urban,Data tabulated by year of registration,"Final figure, complete",2015,5322,"7,44"
Serbia,2014,Rural,Data tabulated by year of registration,"Final figure, complete",2015,2292,"7,44"
Serbia,2013,Total,Data tabulated by year of registration,"Final figure, complete",2014,8170,"7,44"
Serbia,2013,Urban,Data tabulated by year of registration,"Final figure, complete",2014,5761,"7,44"
Serbia,2013,Rural,Data tabulated by year of registration,"Final figure, complete",2014,2409,"7,44"
Serbia,2012,Total,Data tabulated by year of registration,"Final figure, complete",2013,7372,"7,44"
Serbia,2012,Urban,Data tabulated by year of registration,"Final figure, complete",2013,5410,"7,44"
Serbia,2012,Rural,Data tabulated by year of registration,"Final figure, complete",2013,1962,"7,44"
Serbia,2011,Total,Data tabulated by year of registration,"Final figure, complete",2012,8251,"7,44"
Serbia,2011,Urban,Data tabulated by year of registration,"Final figure, complete",2012,6192,"7,44"
Serbia,2011,Rural,Data tabulated by year of registration,"Final figure, complete",2012,2059,"7,44"
Serbia,2010,Total,Data tabulated by year of registration,"Final figure, complete",2011,6644,"7,44"
Serbia,2010,Urban,Data tabulated by year of registration,"Final figure, complete",2011,4901,"7,44"
Serbia,2010,Rural,Data tabulated by year of registration,"Final figure, complete",2011,1743,"7,44"
Serbia,2009,Total,Data tabulated by year of registration,"Final figure, complete",2010,8505,"7,44"
Serbia,2009,Urban,Data tabulated by year of registration,"Final figure, complete",2010,5965,"7,44"
Serbia,2009,Rural,Data tabulated by year of registration,"Final figure, complete",2010,2540,"7,44"
Serbia,2008,Total,Data tabulated by year of registration,"Final figure, complete",2009,8502,"7,44"
Serbia,2008,Urban,Data tabulated by year of registration,"Final figure, complete",2009,6061,"7,44"
Serbia,2008,Rural,Data tabulated by year of registration,"Final figure, complete",2009,2441,"7,44"
Seychelles,2024,Total,Data tabulated by year of registration,"Final figure, complete",2025,170,
Seychelles,2023,Total,Data tabulated by year of registration,"Final figure, complete",2025,220,
Seychelles,2022,Total,Data tabulated by year of registration,"Final figure, complete",2025,193,
Seychelles,2021,Total,Data tabulated by year of registration,"Final figure, complete",2025,152,
Seychelles,2020,Total,Data tabulated by year of registration,"Final figure, complete",2025,167,
Seychelles,2019,Total,Data tabulated by year of registration,"Final figure, complete",2025,189,
Seychelles,2018,Total,Data tabulated by year of registration,"Final figure, complete",2025,166,
Seychelles,2017,Total,Data tabulated by year of registration,"Final figure, complete",2025,207,
Seychelles,2016,Total,Data tabulated by year of registration,"Final figure, complete",2025,185,
Seychelles,2015,Total,Data tabulated by year of registration,"Final figure, complete",2025,149,
Seychelles,2014,Total,Data tabulated by year of registration,"Final figure, complete",2025,158,
Seychelles,2013,Total,Data tabulated by year of registration,"Final figure, complete",2014,193,
Seychelles,2012,Total,Data tabulated by year of registration,"Final figure, complete",2014,158,
Seychelles,2011,Total,Data tabulated by year of registration,"Final figure, complete",2012,165,
Seychelles,2010,Total,Data tabulated by year of registration,"Final figure, complete",2011,156,
Seychelles,2009,Total,Data tabulated by year of registration,"Final figure, complete",2011,145,
Seychelles,2008,Total,Data tabulated by year of registration,"Final figure, complete",2009,145,
Singapore,2023,Total,Data tabulated by year of registration,"Final figure, complete",2024,6849,
Singapore,2022,Total,Data tabulated by year of registration,"Final figure, complete",2023,6922,
Singapore,2021,Total,Data tabulated by year of registration,"Final figure, complete",2022,7674,
Singapore,2020,Total,Data tabulated by year of registration,"Final figure, complete",2021,6708,
Singapore,2019,Total,Data tabulated by year of registration,"Final figure, complete",2020,7330,
Singapore,2018,Total,Data tabulated by year of registration,"Final figure, complete",2019,6990,
Singapore,2017,Total,Data tabulated by year of registration,"Final figure, complete",2018,7207,
Singapore,2016,Total,Data tabulated by year of registration,"Final figure, complete",2017,7207,
Singapore,2015,Total,Data tabulated by year of registration,"Final figure, complete",2016,7117,
Singapore,2014,Total,Data tabulated by year of registration,"Final figure, complete",2015,6861,
Singapore,2013,Total,Data tabulated by year of registration,"Final figure, complete",2014,7133,
Singapore,2012,Total,Data tabulated by year of registration,"Final figure, complete",2013,6893,
Singapore,2011,Total,Data tabulated by year of registration,"Final figure, complete",2013,7234,
Singapore,2010,Total,Data tabulated by year of registration,"Final figure, complete",2013,6969,
Singapore,2009,Total,Data tabulated by year of registration,"Final figure, complete",2013,6927,
Singapore,2008,Total,Data tabulated by year of registration,"Final figure, complete",2013,6771,
Sint Maarten (Dutch part),2017,Total,Data tabulated by year of registration,"Final figure, complete",2019,91,
Sint Maarten (Dutch part),2016,Total,Data tabulated by year of registration,"Final figure, complete",2019,89,
Sint Maarten (Dutch part),2015,Total,Data tabulated by year of registration,"Final figure, complete",2019,117,
Sint Maarten (Dutch part),2014,Total,Data tabulated by year of registration,"Final figure, complete",2019,108,
Sint Maarten (Dutch part),2013,Total,Data tabulated by year of registration,"Final figure, complete",2015,99,
Sint Maarten (Dutch part),2011,Total,Data tabulated by year of registration,"Final figure, complete",2015,95,
Sint Maarten (Dutch part),2010,Total,Data tabulated by year of registration,"Final figure, complete",2015,80,
Sint Maarten (Dutch part),2009,Total,Data tabulated by year of registration,"Final figure, complete",2015,103,
Sint Maarten (Dutch part),2008,Total,Data tabulated by year of registration,"Final figure, complete",2013,108,
Slovakia,2022,Total,Data tabulated by year of occurrence,"Final figure, complete",2023,8180,
Slovakia,2022,Urban,Data tabulated by year of occurrence,"Final figure, complete",2023,4466,
Slovakia,2022,Rural,Data tabulated by year of occurrence,"Final figure, complete",2023,3714,
Slovakia,2021,Total,Data tabulated by year of occurrence,"Final figure, complete",2022,8131,
Slovakia,2020,Total,Data tabulated by year of occurrence,"Final figure, complete",2022,8295,
Slovakia,2019,Total,Data tabulated by year of occurrence,"Final figure, complete",2020,9466,
Slovakia,2019,Urban,Data tabulated by year of occurrence,"Final figure, complete",2020,5538,
Slovakia,2019,Rural,Data tabulated by year of occurrence,"Final figure, complete",2020,3928,
Slovakia,2018,Total,Data tabulated by year of occurrence,"Final figure, complete",2019,9560,
Slovakia,2018,Urban,Data tabulated by year of occurrence,"Final figure, complete",2019,5788,
Slovakia,2018,Rural,Data tabulated by year of occurrence,"Final figure, complete",2019,3772,
Slovakia,2017,Total,Data tabulated by year of occurrence,"Final figure, complete",2018,9618,
Slovakia,2017,Urban,Data tabulated by year of occurrence,"Final figure, complete",2018,5824,
Slovakia,2017,Rural,Data tabulated by year of occurrence,"Final figure, complete",2018,3794,
Slovakia,2016,Total,Data tabulated by year of occurrence,"Final figure, complete",2018,9286,
Slovakia,2016,Urban,Data tabulated by year of occurrence,"Final figure, complete",2017,5664,
Slovakia,2016,Rural,Data tabulated by year of occurrence,"Final figure, complete",2017,3622,
Slovakia,2015,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,9786,
Slovakia,2015,Urban,Data tabulated by year of occurrence,"Final figure, complete",2016,5945,
Slovakia,2015,Rural,Data tabulated by year of occurrence,"Final figure, complete",2016,3841,
Slovakia,2014,Total,Data tabulated by year of occurrence,"Final figure, complete",2015,10514,
Slovakia,2014,Urban,Data tabulated by year of occurrence,"Final figure, complete",2015,6490,
Slovakia,2014,Rural,Data tabulated by year of occurrence,"Final figure, complete",2015,4024,
Slovakia,2013,Total,Data tabulated by year of occurrence,"Final figure, complete",2014,10946,
Slovakia,2013,Urban,Data tabulated by year of occurrence,"Final figure, complete",2014,6840,
Slovakia,2013,Rural,Data tabulated by year of occurrence,"Final figure, complete",2014,4106,
Slovakia,2012,Total,Data tabulated by year of occurrence,"Final figure, complete",2013,10948,
Slovakia,2012,Urban,Data tabulated by year of occurrence,"Final figure, complete",2013,6804,
Slovakia,2012,Rural,Data tabulated by year of occurrence,"Final figure, complete",2013,4144,
Slovakia,2011,Total,Data tabulated by year of occurrence,"Final figure, complete",2012,11102,
Slovakia,2011,Urban,Data tabulated by year of occurrence,"Final figure, complete",2012,7053,
Slovakia,2011,Rural,Data tabulated by year of occurrence,"Final figure, complete",2012,4049,
Slovakia,2010,Total,Data tabulated by year of occurrence,"Final figure, complete",2011,12015,
Slovakia,2010,Urban,Data tabulated by year of occurrence,"Final figure, complete",2011,7772,
Slovakia,2010,Rural,Data tabulated by year of occurrence,"Final figure, complete",2011,4243,
Slovakia,2009,Total,Data tabulated by year of occurrence,"Final figure, complete",2010,12671,
Slovakia,2009,Urban,Data tabulated by year of occurrence,"Final figure, complete",2010,8311,
Slovakia,2009,Rural,Data tabulated by year of occurrence,"Final figure, complete",2010,4360,
Slovakia,2008,Total,Data tabulated by year of occurrence,"Final figure, complete",2009,12675,
Slovakia,2008,Urban,Data tabulated by year of occurrence,"Final figure, complete",2009,8637,
Slovakia,2008,Rural,Data tabulated by year of occurrence,"Final figure, complete",2009,4038,
Slovenia,2023,Total,Data tabulated by year of occurrence,"Final figure, complete",2024,2165,
Slovenia,2022,Total,Data tabulated by year of occurrence,"Final figure, complete",2023,2149,
Slovenia,2022,Urban,Data tabulated by year of occurrence,"Final figure, complete",2023,1231,
Slovenia,2022,Rural,Data tabulated by year of occurrence,"Final figure, complete",2023,918,
Slovenia,2021,Total,Data tabulated by year of occurrence,"Final figure, complete",2022,2322,
Slovenia,2021,Urban,Data tabulated by year of occurrence,"Final figure, complete",2022,1326,
Slovenia,2021,Rural,Data tabulated by year of occurrence,"Final figure, complete",2022,996,
Slovenia,2020,Total,Data tabulated by year of occurrence,"Final figure, complete",2021,1774,
Slovenia,2020,Urban,Data tabulated by year of occurrence,"Final figure, complete",2021,1033,
Slovenia,2020,Rural,Data tabulated by year of occurrence,"Final figure, complete",2021,741,
Slovenia,2019,Total,Data tabulated by year of occurrence,"Final figure, complete",2020,2476,
Slovenia,2019,Urban,Data tabulated by year of occurrence,"Final figure, complete",2020,1473,
Slovenia,2019,Rural,Data tabulated by year of occurrence,"Final figure, complete",2020,1003,
Slovenia,2018,Total,Data tabulated by year of occurrence,"Final figure, complete",2019,2347,
Slovenia,2018,Urban,Data tabulated by year of occurrence,"Final figure, complete",2019,1453,
Slovenia,2018,Rural,Data tabulated by year of occurrence,"Final figure, complete",2019,894,
Slovenia,2017,Total,Data tabulated by year of occurrence,"Final figure, complete",2018,2387,
Slovenia,2017,Urban,Data tabulated by year of occurrence,"Final figure, complete",2018,1483,
Slovenia,2017,Rural,Data tabulated by year of occurrence,"Final figure, complete",2018,904,
Slovenia,2016,Total,Data tabulated by year of occurrence,"Final figure, complete",2017,2531,
Slovenia,2016,Urban,Data tabulated by year of occurrence,"Final figure, complete",2017,1545,
Slovenia,2016,Rural,Data tabulated by year of occurrence,"Final figure, complete",2017,986,
Slovenia,2015,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,2432,
Slovenia,2015,Urban,Data tabulated by year of occurrence,"Final figure, complete",2016,1484,
Slovenia,2015,Rural,Data tabulated by year of occurrence,"Final figure, complete",2016,948,
Slovenia,2014,Total,Data tabulated by year of occurrence,"Final figure, complete",2015,2469,
Slovenia,2014,Urban,Data tabulated by year of occurrence,"Final figure, complete",2015,1399,
Slovenia,2014,Rural,Data tabulated by year of occurrence,"Final figure, complete",2015,1070,
Slovenia,2013,Total,Data tabulated by year of occurrence,"Final figure, complete",2014,2351,
Slovenia,2013,Urban,Data tabulated by year of occurrence,"Final figure, complete",2014,1307,
Slovenia,2013,Rural,Data tabulated by year of occurrence,"Final figure, complete",2014,1044,
Slovenia,2012,Total,Data tabulated by year of occurrence,"Final figure, complete",2013,2509,
Slovenia,2012,Urban,Data tabulated by year of occurrence,"Final figure, complete",2013,1422,
Slovenia,2012,Rural,Data tabulated by year of occurrence,"Final figure, complete",2013,1087,
Slovenia,2011,Total,Data tabulated by year of occurrence,"Final figure, complete",2012,2298,
Slovenia,2011,Urban,Data tabulated by year of occurrence,"Final figure, complete",2012,1308,
Slovenia,2011,Rural,Data tabulated by year of occurrence,"Final figure, complete",2012,990,
Slovenia,2010,Total,Data tabulated by year of occurrence,"Final figure, complete",2011,2430,
Slovenia,2010,Urban,Data tabulated by year of occurrence,"Final figure, complete",2011,1416,
Slovenia,2010,Rural,Data tabulated by year of occurrence,"Final figure, complete",2011,1014,
Slovenia,2009,Total,Data tabulated by year of occurrence,"Final figure, complete",2010,2297,
Slovenia,2009,Urban,Data tabulated by year of occurrence,"Final figure, complete",2010,1290,
Slovenia,2009,Rural,Data tabulated by year of occurrence,"Final figure, complete",2010,1007,
Slovenia,2008,Total,Data tabulated by year of occurrence,"Final figure, complete",2009,2246,
Slovenia,2008,Urban,Data tabulated by year of occurrence,"Final figure, complete",2009,1266,
Slovenia,2008,Rural,Data tabulated by year of occurrence,"Final figure, complete",2009,980,
Spain,2022,Total,Data tabulated by year of occurrence,"Final figure, complete",2023,81302,
Spain,2021,Total,Data tabulated by year of occurrence,"Final figure, complete",2022,86851,
Spain,2020,Total,Data tabulated by year of occurrence,"Final figure, complete",2021,77200,
Spain,2019,Total,Data tabulated by year of occurrence,"Final figure, complete",2020,91645,
Spain,2018,Total,Data tabulated by year of occurrence,"Final figure, complete",2019,95254,
Spain,2017,Total,Data tabulated by year of occurrence,"Final figure, complete",2018,97960,
Spain,2016,Total,Data tabulated by year of occurrence,"Final figure, complete",2017,96824,
Spain,2015,Total,Data tabulated by year of occurrence,"Final figure, complete",2017,96562,
Spain,2014,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,100746,
Spain,2013,Total,Data tabulated by year of occurrence,"Final figure, complete",2014,95427,
Spain,2012,Total,Data tabulated by year of occurrence,"Final figure, complete",2013,104262,
Spain,2011,Total,Data tabulated by year of occurrence,"Final figure, complete",2012,103290,
Spain,2010,Total,Data tabulated by year of occurrence,"Final figure, complete",2011,102690,
Spain,2009,Total,Data tabulated by year of occurrence,"Final figure, complete",2010,98207,
Spain,2008,Total,Data tabulated by year of occurrence,"Final figure, complete",2010,109922,
State of Palestine,2022,Total,Data tabulated by year of occurrence,"Final figure, complete",2024,9564,
State of Palestine,2021,Total,Data tabulated by year of occurrence,"Final figure, complete",2023,9794,
State of Palestine,2020,Total,Data tabulated by year of occurrence,"Final figure, complete",2021,8006,
State of Palestine,2019,Total,Data tabulated by year of occurrence,"Final figure, complete",2021,8551,
State of Palestine,2018,Total,Data tabulated by year of occurrence,"Final figure, complete",2020,8509,
State of Palestine,2017,Total,Data tabulated by year of occurrence,"Final figure, complete",2019,8568,
State of Palestine,2016,Total,Data tabulated by year of occurrence,"Final figure, complete",2018,8510,
State of Palestine,2015,Total,Data tabulated by year of occurrence,"Final figure, complete",2017,8179,
State of Palestine,2014,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,7603,
State of Palestine,2013,Total,Data tabulated by year of occurrence,"Final figure, complete",2015,7114,
State of Palestine,2012,Total,Data tabulated by year of occurrence,"Final figure, complete",2014,6574,
State of Palestine,2011,Total,Data tabulated by year of occurrence,"Final figure, complete",2013,6155,
State of Palestine,2010,Total,Data tabulated by year of occurrence,"Final figure, complete",2012,6150,
State of Palestine,2009,Total,Data tabulated by year of occurrence,"Final figure, complete",2012,5761,
State of Palestine,2008,Total,Data tabulated by year of occurrence,"Final figure, complete",2012,5009,
Sudan,2018,Total,Data tabulated by year of registration,"Final figure, complete",2022,59339,
Sudan,2017,Total,Data tabulated by year of registration,"Final figure, complete",2022,55435,
Sudan,2016,Total,Data tabulated by year of registration,"Final figure, complete",2022,48351,
Sudan,2015,Total,Data tabulated by year of registration,"Final figure, complete",2022,43926,
Sudan,2014,Total,Data tabulated by year of registration,"Final figure, complete",2022,39952,
Suriname,2022,Total,Data tabulated by year of occurrence,"Final figure, complete",2024,910,7
Suriname,2021,Total,Data tabulated by year of occurrence,"Final figure, complete",2023,686,7
Suriname,2020,Total,Data tabulated by year of occurrence,"Final figure, complete",2022,693,7
Suriname,2019,Total,Data tabulated by year of occurrence,"Final figure, complete",2021,813,7
Suriname,2018,Total,Data tabulated by year of occurrence,"Final figure, complete",2020,904,7
Suriname,2017,Total,Data tabulated by year of occurrence,"Final figure, complete",2019,855,7
Suriname,2016,Total,Data tabulated by year of occurrence,"Final figure, complete",2018,636,7
Suriname,2015,Total,Data tabulated by year of occurrence,"Final figure, complete",2017,733,7
Suriname,2014,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,778,7
Suriname,2013,Total,Data tabulated by year of occurrence,"Final figure, complete",2015,602,7
Suriname,2012,Total,Data tabulated by year of occurrence,"Final figure, complete",2015,528,7
Suriname,2011,Total,Data tabulated by year of occurrence,"Final figure, complete",2015,488,7
Suriname,2010,Total,Data tabulated by year of occurrence,"Final figure, complete",2015,622,7
Suriname,2009,Total,Data tabulated by year of occurrence,"Final figure, complete",2015,566,7
Suriname,2008,Total,Data tabulated by year of occurrence,"Final figure, complete",2015,616,7
Sweden,2023,Total,Data tabulated by year of occurrence,"Final figure, complete",2024,21231,5
Sweden,2022,Total,Data tabulated by year of occurrence,"Final figure, complete",2023,21531,5
Sweden,2021,Total,Data tabulated by year of occurrence,"Final figure, complete",2022,23647,5
Sweden,2020,Total,Data tabulated by year of occurrence,"Final figure, complete",2022,25619,5
Sweden,2019,Total,Data tabulated by year of occurrence,"Final figure, complete",2021,25407,5
Sweden,2018,Total,Data tabulated by year of occurrence,"Final figure, complete",2019,24958,5
Sweden,2017,Total,Data tabulated by year of occurrence,"Final figure, complete",2018,24210,5
Sweden,2016,Total,Data tabulated by year of occurrence,"Final figure, complete",2017,24258,5
Sweden,2015,Total,Data tabulated by year of occurrence,"Final figure, complete",2017,24876,5
Sweden,2014,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,26143,5
Sweden,2013,Total,Data tabulated by year of occurrence,"Final figure, complete",2015,26933,5
Sweden,2012,Total,Data tabulated by year of occurrence,"Final figure, complete",2013,23422,5
Sweden,2011,Total,Data tabulated by year of occurrence,"Final figure, complete",2013,23389,5
Sweden,2010,Total,Data tabulated by year of occurrence,"Final figure, complete",2011,23593,5
Sweden,2009,Total,Data tabulated by year of occurrence,"Final figure, complete",2010,22211,
Sweden,2008,Total,Data tabulated by year of occurrence,"Final figure, complete",2009,21377,
Switzerland,2023,Total,Data tabulated by year of occurrence,"Final figure, complete",2024,15598,5
Switzerland,2022,Total,Data tabulated by year of occurrence,"Final figure, complete",2023,16201,
Switzerland,2021,Total,Data tabulated by year of occurrence,"Final figure, complete",2023,17159,
Switzerland,2020,Total,Data tabulated by year of occurrence,"Final figure, complete",2021,16210,
Switzerland,2020,Urban,Data tabulated by year of occurrence,"Final figure, complete",2021,13775,
Switzerland,2020,Rural,Data tabulated by year of occurrence,"Final figure, complete",2021,2435,
Switzerland,2019,Total,Data tabulated by year of occurrence,"Final figure, complete",2020,16885,
Switzerland,2019,Urban,Data tabulated by year of occurrence,"Final figure, complete",2020,14505,
Switzerland,2019,Rural,Data tabulated by year of occurrence,"Final figure, complete",2020,2380,
Switzerland,2018,Total,Data tabulated by year of occurrence,"Final figure, complete",2019,16542,
Switzerland,2018,Urban,Data tabulated by year of occurrence,"Final figure, complete",2019,14185,
Switzerland,2018,Rural,Data tabulated by year of occurrence,"Final figure, complete",2019,2357,
Switzerland,2017,Total,Data tabulated by year of occurrence,"Final figure, complete",2018,15906,
Switzerland,2017,Urban,Data tabulated by year of occurrence,"Final figure, complete",2018,13729,
Switzerland,2017,Rural,Data tabulated by year of occurrence,"Final figure, complete",2018,2177,
Switzerland,2016,Total,Data tabulated by year of occurrence,"Final figure, complete",2017,17028,
Switzerland,2016,Urban,Data tabulated by year of occurrence,"Final figure, complete",2017,14638,
Switzerland,2016,Rural,Data tabulated by year of occurrence,"Final figure, complete",2017,2390,
Switzerland,2015,Total,Data tabulated by year of occurrence,"Final figure, complete",2017,16982,
Switzerland,2014,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,16737,
Switzerland,2014,Urban,Data tabulated by year of occurrence,"Final figure, complete",2016,14397,45
Switzerland,2014,Rural,Data tabulated by year of occurrence,"Final figure, complete",2016,2340,45
Switzerland,2013,Total,Data tabulated by year of occurrence,"Final figure, complete",2015,17119,
Switzerland,2013,Urban,Data tabulated by year of occurrence,"Final figure, complete",2015,13123,
Switzerland,2013,Rural,Data tabulated by year of occurrence,"Final figure, complete",2015,3996,
Switzerland,2012,Total,Data tabulated by year of occurrence,"Final figure, complete",2013,17550,
Switzerland,2012,Urban,Data tabulated by year of occurrence,"Final figure, complete",2013,13457,
Switzerland,2012,Rural,Data tabulated by year of occurrence,"Final figure, complete",2013,4093,
Switzerland,2011,Total,Data tabulated by year of occurrence,"Final figure, complete",2012,17566,46
Switzerland,2011,Urban,Data tabulated by year of occurrence,"Final figure, complete",2012,13603,46
Switzerland,2011,Rural,Data tabulated by year of occurrence,"Final figure, complete",2012,3963,46
Switzerland,2010,Total,Data tabulated by year of occurrence,"Final figure, complete",2011,22081,
Switzerland,2010,Urban,Data tabulated by year of occurrence,"Final figure, complete",2011,17095,
Switzerland,2010,Rural,Data tabulated by year of occurrence,"Final figure, complete",2011,4986,
Switzerland,2009,Total,Data tabulated by year of occurrence,"Final figure, complete",2011,19321,
Switzerland,2009,Urban,Data tabulated by year of occurrence,"Final figure, complete",2011,15069,
Switzerland,2009,Rural,Data tabulated by year of occurrence,"Final figure, complete",2011,4252,
Switzerland,2008,Total,Data tabulated by year of occurrence,"Final figure, complete",2011,19613,
Switzerland,2008,Urban,Data tabulated by year of occurrence,"Final figure, complete",2011,15285,47
Switzerland,2008,Rural,Data tabulated by year of occurrence,"Final figure, complete",2011,4328,47
Tajikistan,2022,Total,Data tabulated by year of registration,"Final figure, complete",2024,14909,
Tajikistan,2021,Total,Data tabulated by year of registration,"Final figure, complete",2024,13684,
Tajikistan,2020,Total,Data tabulated by year of registration,"Final figure, complete",2024,10532,
Tajikistan,2019,Total,Data tabulated by year of registration,"Final figure, complete",2021,12469,
Tajikistan,2019,Urban,Data tabulated by year of registration,"Final figure, complete",2021,6283,
Tajikistan,2019,Rural,Data tabulated by year of registration,"Final figure, complete",2021,6186,
Tajikistan,2018,Total,Data tabulated by year of registration,"Final figure, complete",2021,10976,
Tajikistan,2018,Urban,Data tabulated by year of registration,"Final figure, complete",2021,5081,
Tajikistan,2018,Rural,Data tabulated by year of registration,"Final figure, complete",2021,5895,
Tajikistan,2017,Total,Data tabulated by year of registration,"Final figure, complete",2019,10053,
Tajikistan,2017,Urban,Data tabulated by year of registration,"Final figure, complete",2019,3870,
Tajikistan,2017,Rural,Data tabulated by year of registration,"Final figure, complete",2019,6183,
Tajikistan,2016,Total,Data tabulated by year of registration,"Final figure, complete",2018,8845,
Tajikistan,2016,Urban,Data tabulated by year of registration,"Final figure, complete",2018,3557,
Tajikistan,2016,Rural,Data tabulated by year of registration,"Final figure, complete",2018,5288,
Tajikistan,2015,Total,Data tabulated by year of registration,"Final figure, complete",2018,8346,
Tajikistan,2015,Urban,Data tabulated by year of registration,"Final figure, complete",2018,3366,
Tajikistan,2015,Rural,Data tabulated by year of registration,"Final figure, complete",2018,4980,
Tajikistan,2014,Total,Data tabulated by year of registration,"Final figure, complete",2016,9037,
Tajikistan,2014,Urban,Data tabulated by year of registration,"Final figure, complete",2016,3279,
Tajikistan,2014,Rural,Data tabulated by year of registration,"Final figure, complete",2016,5758,
Tajikistan,2013,Total,Data tabulated by year of registration,"Final figure, complete",2015,7920,
Tajikistan,2013,Urban,Data tabulated by year of registration,"Final figure, complete",2015,3264,
Tajikistan,2013,Rural,Data tabulated by year of registration,"Final figure, complete",2015,4656,
